function_id,user_id,accurate,adequate,concise,similarity,source,text,text
71,6,4,1,1,2,reference,ensures that a rodin file cannot be moved to a null container,test a move to a file
72,1,2,4,2,1,reference,ensures cycles are ignored,tests that a pure pure pure
72,3,1,4,3,1,alex1,tests that a pure pure pure,ensures cycles are ignored
72,4,2,3,2,1,reference,ensures cycles are ignored,tests that a pure pure pure
72,6,1,4,3,1,alex1,tests that a pure pure pure,ensures cycles are ignored
73,1,4,3,1,3,reference,this adds a property descriptor for the assignement feature,this adds a property descriptor for the <UNK> feature
73,3,4,3,3,3,alex1,this adds a property descriptor for the <UNK> feature,this adds a property descriptor for the assignement feature
73,4,3,3,2,2,alex1,this adds a property descriptor for the <UNK> feature,this adds a property descriptor for the assignement feature
73,6,4,1,2,2,reference,this adds a property descriptor for the assignement feature,this adds a property descriptor for the <UNK> feature
74,1,3,1,2,3,reference,returns all of the source roots specified in the source bundle providing,get all source roots of the plugin
74,3,4,1,1,4,alex1,get all source roots of the plugin,returns all of the source roots specified in the source bundle providing
74,4,3,3,3,3,reference,returns all of the source roots specified in the source bundle providing,get all source roots of the plugin
74,6,4,1,1,3,alex1,get all source roots of the plugin,returns all of the source roots specified in the source bundle providing
75,1,1,3,4,1,reference,removes the mapping between the designated sm2 client identifier and,invalidate the session with the session id
75,3,4,1,1,3,alex1,invalidate the session with the session id,removes the mapping between the designated sm2 client identifier and
75,4,3,2,2,2,alex1,invalidate the session with the session id,removes the mapping between the designated sm2 client identifier and
75,6,2,4,2,1,reference,removes the mapping between the designated sm2 client identifier and,invalidate the session with the session id
76,1,4,2,1,2,reference,here the local container description will be stored on disk,save the current line to the given file
76,3,2,3,1,1,alex1,save the current line to the given file,here the local container description will be stored on disk
76,4,3,2,2,2,reference,here the local container description will be stored on disk,save the current line to the given file
76,6,3,2,1,1,alex1,save the current line to the given file,here the local container description will be stored on disk
77,1,2,3,1,3,reference,marks the start of the interval,mark the specified value of the current time
77,3,2,4,1,2,alex1,mark the specified value of the current time,marks the start of the interval
77,4,2,3,2,1,alex1,mark the specified value of the current time,marks the start of the interval
77,6,3,3,2,1,reference,marks the start of the interval,mark the specified value of the current time
78,1,4,1,1,2,reference,check that the user login and password are set on session,test of login method of class session
78,3,4,1,1,3,alex1,test of login method of class session,check that the user login and password are set on session
78,4,4,1,1,3,reference,check that the user login and password are set on session,test of login method of class session
78,6,4,1,1,3,alex1,test of login method of class session,check that the user login and password are set on session
79,1,4,1,1,3,reference,create a new socket process for a new connection,creates a new server process
79,3,4,2,1,2,alex1,creates a new server process,create a new socket process for a new connection
79,4,3,2,2,2,alex1,creates a new server process,create a new socket process for a new connection
79,6,4,1,1,3,reference,create a new socket process for a new connection,creates a new server process
80,1,4,3,2,3,reference,test of get codigo method of class proyectoventadepasajes,test of get <UNK> method of class org
80,3,2,4,1,2,alex1,test of get <UNK> method of class org,test of get codigo method of class proyectoventadepasajes
80,4,2,3,4,2,reference,test of get codigo method of class proyectoventadepasajes,test of get <UNK> method of class org
80,6,2,3,3,2,alex1,test of get <UNK> method of class org,test of get codigo method of class proyectoventadepasajes
81,1,2,3,3,2,reference,flow 2 positive case hibernate sequence generator,test add country with sequence
81,3,4,1,1,1,alex1,test add country with sequence,flow 2 positive case hibernate sequence generator
81,4,3,3,2,2,alex1,test add country with sequence,flow 2 positive case hibernate sequence generator
81,6,1,3,3,1,reference,flow 2 positive case hibernate sequence generator,test add country with sequence
82,1,4,4,1,1,reference,test validate separation count,test the simple total number of <UNK>
82,3,1,4,1,1,alex1,test the simple total number of <UNK>,test validate separation count
82,4,3,3,2,2,reference,test validate separation count,test the simple total number of <UNK>
82,6,1,4,3,1,alex1,test the simple total number of <UNK>,test validate separation count
83,1,4,2,1,4,reference,this method initializes connection panel,this method initializes connection panel
83,3,4,2,1,4,alex1,this method initializes connection panel,this method initializes connection panel
83,4,4,1,1,4,alex1,this method initializes connection panel,this method initializes connection panel
83,6,4,1,1,4,reference,this method initializes connection panel,this method initializes connection panel
84,1,1,4,4,2,reference,returns a string of the serialised binding operation pointer part,returns a string representation of this operation
84,3,3,1,1,2,alex1,returns a string representation of this operation,returns a string of the serialised binding operation pointer part
84,4,3,2,2,3,reference,returns a string of the serialised binding operation pointer part,returns a string representation of this operation
84,6,4,1,1,3,alex1,returns a string representation of this operation,returns a string of the serialised binding operation pointer part
85,1,4,1,1,1,reference,converts the given integer into a character for the coordinate system,returns the index of the given character
85,3,1,4,1,1,alex1,returns the index of the given character,converts the given integer into a character for the coordinate system
85,4,2,3,3,1,alex1,returns the index of the given character,converts the given integer into a character for the coordinate system
85,6,4,1,1,3,reference,converts the given integer into a character for the coordinate system,returns the index of the given character
86,1,4,3,1,2,reference,test of delete fornecedor method of class fornecedor dao,test that the delete expired
86,3,3,3,1,3,alex1,test that the delete expired,test of delete fornecedor method of class fornecedor dao
86,4,3,2,2,2,reference,test of delete fornecedor method of class fornecedor dao,test that the delete expired
86,6,2,3,2,1,alex1,test that the delete expired,test of delete fornecedor method of class fornecedor dao
87,1,3,3,1,2,reference,generate the code in pure java form,generate the sql file
87,3,4,3,1,2,alex1,generate the sql file,generate the code in pure java form
87,4,3,4,2,1,alex1,generate the sql file,generate the code in pure java form
87,6,2,3,3,2,reference,generate the code in pure java form,generate the sql file
88,1,3,2,1,2,reference,generates the names of this type,generate all the elements in the code
88,3,2,4,1,1,alex1,generate all the elements in the code,generates the names of this type
88,4,2,3,2,2,reference,generates the names of this type,generate all the elements in the code
88,6,3,2,1,2,alex1,generate all the elements in the code,generates the names of this type
